DFRP-No_No-RBIF,Asset-name_Nom_du_bien,Street-number_Numéro-civique,Address_Adresse,City_Ville,Province-Code_Code-de-province,Province_Territory_Province_Territoire,Postal-code_Code-postal,Asset-type_Type-de-bien,Asbestos_Amiante,Mgmt-plan_Plan-gest
12371,"Tour Cominar",2640,"Laurier Boulevard",Québec,QC,Quebec,"G1V 5C2",Lease,No,Yes
19981,"Complexe Jules Dallaire",2828,"Laurier Boulevard",Québec,QC,Quebec,"G1V 0B9",Lease,No,Yes
13121,"Place Iberville IV",2954,"Laurier Boulevard",Québec,QC,Quebec,"G1V 4T2",Lease,No,"Not required"
17548,Building,825,"Lebourgneuf Boulevard",Québec,QC,Quebec,"G2J 1C3",Lease,No,"Not required"
22294,Building,1125,"Lebourgneuf Boulevard",Québec,QC,Quebec,"G2K 0J2",Lease,No,"Not required"
21413,Building,2500,"Montmorency Boulevard",Québec,QC,Quebec,"G1J 5C7",Lease,No,"Not required"
21104,Building,1780,"Newton Avenue",Québec,QC,Quebec,"G1P 4J4",Lease,No,"Not required"
15500,Building,915,"Philippe-Paradis Street",Québec,QC,Quebec,"G1N 4E3",Lease,No,Yes
17530,Building,2990,"Pierre-Péladeau Avenue",Québec,QC,Quebec,"H7T 0B1",Lease,No,"Not required"
32254,Vieux-Port,,Pointe-à-Carcy,Québec,QC,Quebec,"G1K 8M5",Lease,No,"Not required"
25844,Building,150,"René-Lévesque Boulevard",Québec,QC,Quebec,"G1R 1B4",Lease,Yes,Yes
55336,Building,5000,"Rideau Street",Québec,QC,Quebec,"G2E 6B5",Lease,No,Yes
16975,"Complexe Place Jacques Cartier",320,"Saint Joseph Street East",Québec,QC,Quebec,"G1K 8G5",Lease,Yes,Yes
31446,Building,280,"Saint.Dominique Street",Québec,QC,Quebec,"G1K 6R1",Lease,Yes,Yes
23130,"Eastern Quebec Tax Services Office",2575,"Sainte-Anne Boulevard",Québec,QC,Quebec,"G1J 1Y5",Lease-Purchase,No,"Not required"
20838,Building,1245,"Sainte-Foy Road",Québec,QC,Quebec,"G1S 4P2",Lease,Yes,Yes
20807,Building,1825,"Semple Street",Québec,QC,Quebec,"G1N 4B8",Lease,Yes,Yes
130401,"Armoury - Quebec City (Under construction)",805,"Wilfrid-Laurier Avenue",Québec,QC,Quebec,"G1R 2L5",Crown-owned,Yes,Yes
22211,Building,667,"Notre-Dame Street",Repentigny,QC,Quebec,"J6A 2W5",Lease,No,"Not required"
5443,"Federal building",180,"De la Cathédrale Avenue",Rimouski,QC,Quebec,"G5L 5H9",Crown-owned,Yes,Yes
49022,Building,180,"Des Gouverneurs Street",Rimouski,QC,Quebec,"G5L 7R2",Lease,No,"Not required"
16034,Building,287,"Pierre-Saindon Street",Rimouski,QC,Quebec,"G5L 9A7",Lease,No,"Not required"
13114,"St-Laurent Place",70,"Saint-Germain Street East",Rimouski,QC,Quebec,"G5L 7J9",Lease,Yes,Yes
,Building,299,"Lafontaine Street",Riviere-du-Loup,QC,Quebec,"G7H 4T7",Lease,Yes,"Work in progress"
43754,"Plaza Roberval",755,"Saint-Joseph Boulevard",Roberval,QC,Quebec,"G8H 2L4",Lease,No,"Not required"
7738,"Federal building",44,"Du Lac Avenue",Rouyn-Noranda,QC,Quebec,"J9X 4N3",Crown-owned,Yes,Yes
7740,"Réal-Caouette Building",151,"Du Lac Avenue",Rouyn-Noranda,QC,Quebec,"J9X 4N6",Crown-owned,Yes,Yes
55082,"Le 255 Building",255,"Racine Street East",Saguenay,QC,Quebec,"G7H 7L2",Lease,No,"Not required"
21056,Building,98-100,"Racine Street East",Saguenay,QC,Quebec,"G7H 1R1",Lease,Yes,Yes
25127,Building,337,"Guay Street","Saint-Bernard -de-Lacolle",QC,Quebec,"J0J 1V0",Lease,"Work in progress","Work in progress"
43068,Building,1400,"Marie-Victorin Boulevard",Saint-Bruno-de-Montarville,QC,Quebec,"J3V 6B9",Lease,No,"Not required"
43062,Building,118,"Principale Street East",Sainte-Agathe-des-Monts,QC,Quebec,"J8C 1K1",Lease,No,"Not required"
20933,"Édifice J.C. Lepage",230,"1st Avenue West",Sainte-Anne-des-Monts,QC,Quebec,"G4V 1E2",Lease,No,"Not required"
33238,Building,26-42,"Du Parc Route",Sainte-Anne-des-Monts,QC,Quebec,"G0E 2G0",Lease,No,"Not required"
21575,Building,252,"Sainte-Anne Boulevard",Sainte-Anne-des-Monts,QC,Quebec,"G4V 1N4",Lease,No,"Not required"
14024,"Des Monts Building",10,"Ste-Anne Boulevard West",Sainte-Anne-des-Monts,QC,Quebec,"G4V 1P3",Lease,No,"Not required"
150837,Building,3229,"Des-Quatre-Bourgeois Road",Sainte-Foy,QC,Quebec,"G1W 0C1",Lease,Yes,Yes
9331,"Maison de L'Emploi",100,"Ducharme Boulevard",Sainte-Thérèse,QC,Quebec,"J7E 1X2",Lease,No,"Not required"
20420,Building,250,"Arthur-Sauvé Boulevard",Saint-Eustache,QC,Quebec,"J7R 2H9",Lease,No,"Not required"
21880,"Place Centre Ville",11400,"1st Avenue East",Saint-Georges,QC,Quebec,"G5Y 5S4",Lease,Yes,Yes
20621,"Les Galeries St-Hyacinthe",3225,"Cusson Street",Saint-Hyacinthe,QC,Quebec,"J2S 0H7",Lease,No,"Not required"
153559,"Centre commercial St-Luc St-Jean",1235,"Douglas Street",Saint-jean-sur-Richelieu,QC,Quebec,"J2W 1C7",Lease,No,"Not required"
75033,"Les Laurentides Gallery",500,"Des Laurentides Boulevard",Saint-Jérôme,QC,Quebec,"J7Z 4M2",Lease,No,"Not required"
7013,"National Film Board Building 'B'",3155,"Côte-de-liesse Road",Saint-Laurent,QC,Quebec,"H4N 2N4",Crown-owned,Yes,Yes
103618,"National Film Board Building Normand-Mclaren - National Film Board 'A'",3155,"Côte-de-liesse Road",Saint-Laurent,QC,Quebec,"H4N 2N4",Crown-owned,Yes,Yes
103619,"National Film Board Building 'E'",3155,"Côte-de-liesse Road",Saint-Laurent,QC,Quebec,"H4N 2N4",Crown-owned,Yes,Yes
103620,"National Film Board Building 'C'",3155,"Côte-de-liesse Road",Saint-Laurent,QC,Quebec,"H4N 2N4",Crown-owned,Yes,Yes
103621,"National Film Board Building 'D'",3155,"Côte-de-liesse Road",Saint-Laurent,QC,Quebec,"H4N 2N4",Crown-owned,Yes,Yes
153556,Building,4725,"Cousens Street",Saint-Laurent,QC,Quebec,"H4S 1X5",Lease,"Work in progress","Work in progress"
103622,"National Film Board Building John-Grierson - National Film Board 'F'",125,"Houde Street",Saint-Laurent,QC,Quebec,"H4N 2N4",Crown-owned,Yes,Yes
17855,Building,2089,"Marcel-Laurin Street",Saint-Laurent,QC,Quebec,"H4R 1K4",Lease,No,"Not required"
104483,"Government of Canada Building",655,"Montée-de-liesse Street",Saint-Laurent,QC,Quebec,"H4T 1P5",Crown-owned,Yes,Yes
20582,"Complexe Le Baron",6020,"Jean-Talon Street East",Saint-Léonard,QC,Quebec,"H1S 3B1",Lease,No,"Not required"
23491,Building,9177,"Langelier Boulevard",Saint-Léonard,QC,Quebec,"H1P 3K9",Lease,No,"Not required"
153632,Building,63,"Champlain Street",Salaberry-de-Valleyfield,QC,Quebec,"J6T 1X4",Lease,Yes,"Work in progress"
21153,"Schefferville Airport Hangar","Block 8","Aéroport de Schefferville",Schefferville,QC,Quebec,"G0G 2T0",Crown-owned,No,"Not required"
73922,Building,240,"Jolliet Avenue",Sept-Îles,QC,Quebec,"G4R 2A9",Lease,No,"Not required"
8122,"Jos-Hébert Building",701,"Laure Boulevard",Sept-Îles,QC,Quebec,"G4R 1X8",Crown-owned,Yes,Yes
23513,"185 Napoléon Street",6-185,"Napoléon Street",Sept-Îles,QC,Quebec,"G4R 3M5",Lease,No,"Not required"
25137,Building,4610,"George Bornais Avenue",Shawinigan,QC,Quebec,"G9N 6T5",Lease,No,"Not required"
6222,"Government of Canada Building - Taxation Data Centre",4695,"12th Avenue",Shawinigan,QC,Quebec,"G9N 7V9",Crown-owned,Yes,Yes
10081,Building,702,"5ème Rue Street",Shawinigan,QC,Quebec,"G9N 1E9",Lease,No,"Not required"
73984,"Centre commercial La Promenade",444,"5th Street",Shawinigan,QC,Quebec,"G9N 1E6",Lease,No,"Not required"
60420,"395 De la Station Ave, Shawinigan, QC",395,"De la Station Avenue",Shawinigan,QC,Quebec,"G9N 1V8",Lease,No,Yes
11031,Building,3299,"Industriel Boulevard",Sherbrooke,QC,Quebec,"J1L 2E9",Lease,Yes,Yes
6327,"Jacques-Cartier Square",1650,"King Street West",Sherbrooke,QC,Quebec,"J1J 2C3",Lease,Yes,Yes
43083,"Royal Bank Building",2665,"King Street West",Sherbrooke,QC,Quebec,"J1L 2G5",Lease,No,"Not required"
6320,"Government of Canada Building",50,"Place de la cité",Sherbrooke,QC,Quebec,"J1H 4G9",Crown-owned,Yes,Yes
17925,Building,202,"Wellington Street North",Sherbrooke,QC,Quebec,"J1H 5B7",Lease,No,"Not required"
19928,Building,101,"Augusta Street",Sorel-Tracy,QC,Quebec,"J3P 1A8",Lease,No,"Not required"
75150,Building,182,"De l'Eglise Street",Tadoussac,QC,Quebec,"G0T 2A0",Lease,Yes,Yes
75149,Building,454,"Du Bateau-Passeur Street",Tadoussac,QC,Quebec,"G0T 2A0",Lease,No,"Not required"
16125,Building,835,Montée-Masson,Terrebonne,QC,Quebec,"J6W 2C7",Lease,No,"Not required"
16325,Building,350,"Frontenac Boulevard West","Thetford Mines",QC,Quebec,"G6G 6N7",Lease,No,"Not required"
43061,"Le Bourg du Fleuve Complex",25-55,"Des Forges Boulevard",Trois-Rivières,QC,Quebec,"G9A 2G4",Lease,Yes,Yes
21779,Building,125,"Des Forges Street",Trois-Rivières,QC,Quebec,"G9A 2G7",Lease,No,"Not required"
21694,Building,1660,"Royale Street",Trois-Rivières,QC,Quebec,"G9A 4K3",Lease,No,"Not required"
21827,Building,2250,"Saint-Olivier Street",Trois-Rivières,QC,Quebec,"G9A 4E9",Lease,Yes,Yes
75043,Building,906,"5th Avenue",Val-d'Or,QC,Quebec,"J9P 1B9",Lease,No,"Not required"
75126,Building,400,"Centrale Avenue",Val-d'Or,QC,Quebec,"J9P 1P3",Lease,No,"Not required"
4458,"Centre Vaudreuil",2555,"Dutrisac Street",Vaudreuil-Dorion,QC,Quebec,"J7V 7E6",Lease,No,Yes
59125,"Wellington Complex",4110,"Wellington Street",Verdun,QC,Quebec,"H4G 1V7",Lease,No,"Not required"
21700,Building,184,"Bois-Francs Boulevard North",Victoriaville,QC,Quebec,"G6P 9C3",Lease,No,"Not required"
,Building,1111,"Jutras Boulevard",Victoriaville,QC,Quebec,"G6P 0A1",Lease,"Work in progress","Work in progress"
19421,Building,84,"Labbé Boulevard South",Victoriaville,QC,Quebec,"G6S 1K4",Lease,No,"Not required"
20924,Building,69,"Sainte-Anne Street",Ville-Marie,QC,Quebec,"J9V 2B6",Lease,No,"Not required"
7002,"4225 Dorchester Boulevard West",4225,"Dorchester Boulevard West",Westmount,QC,Quebec,"H3Z 1V5",Lease,Yes,Yes
145176,"Coach and Wilson House",,"Meech Lake Road",Chelsea,QC,Quebec,"J0X 1N0",Crown-owned,Yes,Yes
54827,L'Atrium,85,"Bellehumeur Street",Gatineau,QC,Quebec,"J8T 8B7",Lease,No,"Not required"
7611,"Bisson Centre",115,"Bisson Street",Gatineau,QC,Quebec,"J8Y 5M2",Crown-owned,Yes,Yes
7542,"Asticou Centre - Block 100",241,"Cité-des-Jeunes Boulevard",Gatineau,QC,Quebec,"J8Y 6L2",Crown-owned,Yes,Yes
153548,Building,210,"Champlain Street",Gatineau,QC,Quebec,"J8X 3R5",Lease,No,"Not required"
6503,"Place Montcalm, Phase III",70,"Crémazie Street",Gatineau,QC,Quebec,"J8Y 3P2",Lease,No,"Not required"
7075,"455 de la Carrière Blvd, Gatineau, QC",455,"de la Carrière Boulevard",Gatineau,QC,Quebec,"J8Y 6V7",Lease-Purchase,Yes,Yes
152868,Building,480,"de la Cité Boulevard",Gatineau,QC,Quebec,"J8T 8R3",Lease,No,"Not required"
4466,"550 de la Cité Boulevard",550,"de la Cité Boulevard",Gatineau,QC,Quebec,"J8T 0A7",Lease,No,"Not required"
7420,"Les Promenades de l'Outaouais",85,"de la Savane Road",Gatineau,QC,Quebec,"J8T 8L5",Lease,No,"Not required"
17963,"200 boulevard de la Technologie",200,"de la Technologie Boulevard",Gatineau,QC,Quebec,"J8Z 3H6",Lease,No,"Not required"
6915,"Rosdev de Ville",105,"de l'Hôtel-de-Ville Street",Gatineau,QC,Quebec,"J8X 4H7",Lease,Yes,Yes
103708,"Place du Portage Phase II",165,"de l'Hôtel-de-Ville Street",Gatineau,QC,Quebec,"K1A 0J2",Crown-owned,Yes,Yes
8903,"Old Zellers Building",555,"des Entreprises Avenue",Gatineau,QC,Quebec,"J8R 2Z8",Crown-owned,No,"Not required"
54967,"189 Deveault Street",189,"Deveault Street",Gatineau,QC,Quebec,"J8Z 1S7",Lease,No,"Not required"
27337,"Gatineau Preservation Centre",625,"du Carrefour Boulevard",Gatineau,QC,Quebec,"J8T 8L8",Crown-owned,No,"Not required"
103700,"Les Terrasses de la Chaudière - Central Building",1,"du Portage Avenue",Gatineau,QC,Quebec,"K1A 0N2",Crown-owned,Yes,Yes
7632,"Place du Centre Office Tower (3rd floor and above)",200,"du Portage Avenue",Gatineau,QC,Quebec,"J8X 4B7",Crown-owned,No,"Not required"
22180,"22 Eddy St, Gatineau, QC",22,"Eddy Street",Gatineau,QC,Quebec,"J8X 2V6",Lease-Purchase,Yes,Yes
103699,"Les Terrasses de la Chaudière - J. Léger Building",25/15,"Eddy Street",Gatineau,QC,Quebec,"J8X 4B5",Crown-owned,Yes,Yes
70750,"Marois Building",15,"Gamelin Boulevard",Gatineau,QC,Quebec,"J8Y 6N5",Lease,No,"Not required"
7638,"Place du Portage Phase III",11,"Laurier Street",Gatineau,QC,Quebec,"K1A 0S5",Crown-owned,Yes,Yes
22110,"72 Laval Street",72,"Laval Street",Gatineau,QC,Quebec,"J8X 3H3",Lease,No,"Not required"
7608,Building,2,"Montcalm Street",Gatineau,QC,Quebec,"J8X 2L8",Crown-owned,Yes,Yes
9637,"Centre Montclair",9,"Montclair Street",Gatineau,QC,Quebec,"J8Y 2E2",Lease,No,"Not required"
18095,"Office Building",80,"Noel Street",Gatineau,QC,Quebec,"J8Z 0A1",Lease,No,"Not required"
25097,"Office Building",95,"Noel Street",Gatineau,QC,Quebec,"J8Z 0A1",Lease,"Work in progress","Work in progress"
54501,"Canadian Museum of Nature - Curatorial Centre",1770,"Pink Road",Gatineau,QC,Quebec,"J9J 3N7",Crown-owned,Yes,Yes
9466,"100 Promenade du Portage",100,"Portage Parkway",Gatineau,QC,Quebec,"J8X 2K1",Lease,No,"Not required"
6815,"Place des Explorateurs",191,"Portage Parkway",Gatineau,QC,Quebec,"J8X 2K6",Lease,No,"Not required"
7632,"Place du Centre",200,"Portage Parkway",Gatineau,QC,Quebec,"J8X 4B7",Lease,No,"Not required"
103718,"Place du Portage Phase IV",140,"Promenade du Portage Avenue",Gatineau,QC,Quebec,"K1A 0M3",Crown-owned,Yes,Yes
7605,"National Printing Bureau - Structure",45,"Sacré-Coeur Boulevard",Gatineau,QC,Quebec,"J8X 1C6",Crown-owned,Yes,Yes
103695,"Government of Canada Building - Central Heating Plant Cdn Govt Printing Bureau",45,"Sacré-Coeur Boulevard",Gatineau,QC,Quebec,"J8X 1C6",Crown-owned,Yes,Yes
7605,"National Printing Bureau",45,"Sacré-Coeur Boulevard",Gatineau,QC,Quebec,"J8X 1C6",Crown-owned,Yes,Yes
7615,"Fontaine Building",200,"Sacré-Coeur Boulevard",Gatineau,QC,Quebec,"J8X 4C8",Lease,No,"Not required"
7447,"Saint Joseph Centre",259,"Saint-Joseph Boulevard",Gatineau,QC,Quebec,"J8Y 6T1",Lease,No,"Not required"
154126,"Galeries de Hull",320,"Saint-Joseph Boulevard",Gatineau,QC,Quebec,"J8Y 3Y8",Lease,"Work in progress","Work in progress"
7620,"Place Vincent Massey",351,"Saint-Joseph Boulevard",Gatineau,QC,Quebec,"J8Y 3Z5",Lease,No,"Not required"
7008,"Village Place Cartier Shopping Centre",425,"Saint-Joseph Boulevard",Gatineau,QC,Quebec,"J8Y 3Z8",Lease,No,"Not required"
44018,Richelieu,975,"Saint-Joseph Boulevard",Gatineau,QC,Quebec,"J8Z 1W8",Lease,Yes,Yes
8159,"1040 Saint-Joseph",1040,"Saint-Joseph Boulevard",Gatineau,QC,Quebec,"J8Z 1T3",Lease,No,"Not required"
15208,"22 de Varennes Street",22,"Varennes Street",Gatineau,QC,Quebec,"J8T 8R1",Lease,No,"Not required"
13631,"29 de Varennes Street",29,"Varennes Street",Gatineau,QC,Quebec,"J8T 8R1",Lease,No,"Not required"
22179,"30 Victoria Street",30,"Victoria Street",Gatineau,QC,Quebec,"J8X 4H7",Lease-Purchase,No,"Not required"
7614,"Place du Portage Phase I",50,"Victoria Street",Gatineau,QC,Quebec,"J8X 3X1",Crown-owned,Yes,Yes
7608,"Les Terrasses de la Chaudière - Garage",6,"Wellington Street",Gatineau,QC,Quebec,"J8X 2L3",Crown-owned,Yes,Yes
7608,"Les Terrasses de la Chaudière - North Building",10,"Wellington Street",Gatineau,QC,Quebec,"K1A 0H3",Crown-owned,Yes,Yes
57722,"Graham Spry",250,"Lanark Avenue",Ottawa,ON,Ontario,"K1Z 6R5",Lease,Yes,Yes
104477,"Central Heating Plant Confederation Heights",501,"501 Heron Road | 301 Heron Road",Ottawa,ON,Ontario,"K1A 0M3",Crown-owned,Yes,Yes
15210,"900 Ages Drive",900,"Ages Drive",Ottawa,ON,Ontario,"K1G 6B3",Lease,No,"Not required"
25854,"950 Ages Drive",950,"Ages Drive",Ottawa,ON,Ontario,"K1G 6B3",Lease,No,"Not required"
13072,"Macdonald-Cartier Int'l Airport - New Terminal Bld",1000,"Airport Parkway",Ottawa,ON,Ontario,"K1V 9B4",Lease,No,"Not required"
54963,"Albert-Bank Building",250,"Albert Street",Ottawa,ON,Ontario,"K1P 6M1",Lease,No,"Not required"
54564,"Kent Square Building",255,"Albert Street",Ottawa,ON,Ontario,"K1P 6A9",Lease,No,"Not required"
8422,"The New Two Seventy Building",270,"Albert Street",Ottawa,ON,Ontario,"K1P 5G8",Lease,No,"Not required"
15463,"Constitution Square - Tower III",340,"Albert Street",Ottawa,ON,Ontario,"K1R 7Y6",Lease,No,"Not required"
54565,"Constitution Square - Tower I",360,"Albert Street",Ottawa,ON,Ontario,"K1R 7X7",Lease,No,"Not required"
70759,"Auriga Corporate Centre",38,"Auriga Drive",Ottawa,ON,Ontario,"K2E 8A5",Lease,No,"Not required"
9640,"Sun Life Financial Centre - West Tower",99,"Bank Street",Ottawa,ON,Ontario,"K1P 6B9",Lease,Yes,Yes
8802,"Jackson Building",122,"Bank Street",Ottawa,ON,Ontario,"K1P 5N6",Crown-owned,Yes,Yes
54672,"Co-operative House",275,"Bank Street",Ottawa,ON,Ontario,"K2P 2L6",Lease,No,"Not required"
15655,"Qualicum Complex - Tower B",2934,"Baseline Road",Ottawa,ON,Ontario,"K2H 1B2",Lease,No,"Not required"
23722,"7 Bayview",7,"Bayview Road",Ottawa,ON,Ontario,"K1Y 2C5",Lease,No,"Not required"
32595,"Uniform number2",79,"Bentley Avenue",Ottawa,ON,Ontario,"K2E 6T7",Crown-owned,Yes,Yes
54705,"Fraser Building",130,"Bentley Avenue",Ottawa,ON,Ontario,"K2E 6T9",Lease,Yes,Yes
153908,"Blair Towers Place",1430,"Blair Towers Place",Ottawa,ON,Ontario,"K1J 9N2",Lease,"Work in progress","Work in progress"
8803,"Sir William Logan Building",580,"Booth Street",Ottawa,ON,Ontario,"K1R 7L2",Crown-owned,Yes,Yes
103804,"Booth Administration Building",588,"Booth Street",Ottawa,ON,Ontario,"K1R 7L2",Crown-owned,Yes,Yes
57718,"Edward Drake Building",1500,"Bronson Avenue",Ottawa,ON,Ontario,"K1G 3J5",Crown-owned,Yes,Yes
105052,"1500 Bronson - Annex",1500,"Bronson Avenue",Ottawa,ON,Ontario,"K1G 3J5",Crown-owned,No,"Not required"
9266,"Carling Business Centre",1550,"Calring/Coldrey Avenue",Ottawa,ON,Ontario,"K1Z 8S8",Lease,Yes,Yes
54911,"Camelot Business Centre",39,"Camelot Drive",Ottawa,ON,Ontario,"K2G 5W6",Lease,No,Yes
54573,"Colonnade Warehouse",49,"Camelot Drive",Ottawa,ON,Ontario,"K2G 5W6",Lease,No,Yes
54668,"Camelot Court",59,"Camelot Drive",Ottawa,ON,Ontario,"K2G 5W6",Lease,No,"Not required"
14936,"Carling Square, Tower II",785,"Carling Avenue",Ottawa,ON,Ontario,"K1S 5H4",Lease,No,"Not required"
8652,"Sir John Carling Annex Building",930,"Carling Avenue",Ottawa,ON,Ontario,"K1A 0C6",Crown-owned,Yes,Yes
20771,"Carling Campus - Building 6 and 7",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,No,"Not required"
287,"Carling Campus - Building 1",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,Yes,Yes
611,"Carling Campus - Building 2",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,Yes,Yes
635,"Carling Campus - Building 3",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,Yes,Yes
1704,"Carling Campus - Building 5",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,No,"Not required"
1813,"Carling Campus - Pavilion",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,Yes,Yes
2320,"Carling Campus - Building 4",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,No,"Not required"
2983,"Carling Campus - Building 10 - West",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,No,"Not required"
3020,"Carling Campus - Building 10 - East",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,No,"Not required"
20622,"Carling Campus - Ottawa-Carleton Wildlife Centre",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,No,"Not required"
20622,"Carling Campus - Services",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,Yes,Yes
20622,"Carling Campus - Maintenance Compound",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,No,"Not required"
20622,"Carling Campus - Outdoor Substation",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,No,"Not required"
20622,"Carling Campus - Pioneer House",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,Yes,Yes
20622,"Carling Campus - Parkade (Lot U)",3500,"Carling Avenue",Ottawa,ON,Ontario,"K2H 8E9",Crown-owned,No,"Not required"
17422,"Private Branch Exchange Sub-Station 61",61,"Central Experimental Farm",Ottawa,ON,Ontario,"K2C 4G4",Crown-owned,Yes,Yes
8752,"Central Heating Plant Building number13 - Tunney's Pasture",50,"Chardon Drive",Ottawa,ON,Ontario,"K1A 0M3",Crown-owned,Yes,Yes
103780,"Butler Hut Building number 11",150,"Chardon Drive",Ottawa,ON,Ontario,"K1A 0K9",Crown-owned,Yes,Yes
54577,"Time Square Building",47,"Clarence Street",Ottawa,ON,Ontario,"K1N 9K1",Lease,No,"Not required"
9641,"159 Cleopatra Drive",159,"Cleopatra Drive",Ottawa,ON,Ontario,"K2G 5X4",Lease,No,"Not required"
9026,"Major-General G. R. Pearkes Building",101,"Colonel By Drive",Ottawa,ON,Ontario,"K1A 0K2",Crown-owned,Yes,Yes
15036,"14 Colonnade Road",14,"Colonnade Road",Ottawa,ON,Ontario,"K2E 7M6",Lease,No,"Not required"
5464,"Export Building",100,"Colonnade Road",Ottawa,ON,Ontario,"K2E 7L6",Lease,No,"Not required"
10573,"120 Colonnade Road",120,"Colonnade Road",Ottawa,ON,Ontario,"K2E 7J5",Lease,No,"Not required"
9273,"130 Colonnade Road",130,"Colonnade Road",Ottawa,ON,Ontario,"K2E 1B6",Lease,No,"Not required"
27051,Building,141,"Colonnade Road",Ottawa,ON,Ontario,"K2E 7L9",Lease,Yes,"Work in progress"
103782,"Brooke Claxton Building number 9",70,"Columbine Drive",Ottawa,ON,Ontario,"K1A 0K9",Crown-owned,Yes,Yes
12884,"2 Constellation Crescent",2,"Constellation Crescent",Ottawa,ON,Ontario,"K2G 5J9",Lease,No,"Not required"
8805,"Vered Building",245,"Cooper Street",Ottawa,ON,Ontario,"K2P 0G2",Lease,No,"Not required"
54966,Building,400,"Cooper Street",Ottawa,ON,Ontario,"K2P 2N1",Lease,Yes,Yes
9468,"285 Coventry Road",285,"Coventry Road",Ottawa,ON,Ontario,"K1K 3X6",Lease,No,"Not required"
9907,"Coventry Square",295,"Coventry Road",Ottawa,ON,Ontario,"K1K 4M7",Lease,No,"Not required"
8996,"Government of Canada Building - Exhibition Commission Office",440,"Coventry Road",Ottawa,ON,Ontario,"K1K 2C4",Crown-owned,Yes,Yes
103876,"Government of Canada Building - Exhibition Commission Warehouse",440,"Coventry Road",Ottawa,ON,Ontario,"K1K 2C4",Crown-owned,Yes,Yes
7428,"Cumberland Place",400,"Cumberland Street",Ottawa,ON,Ontario,"K1N 8X3",Lease,Yes,Yes
54968,"Place Dupuis",282,"Dupuis Street",Ottawa,ON,Ontario,"K1L 7H9",Lease,No,"Not required"
103799,"Jeanne-Mance Building number 19",200,"Eglantine Drive",Ottawa,ON,Ontario,"K1Y 1G9",Crown-owned,Yes,Yes
7163,"90 Elgin Street",90,"Elgin Street",Ottawa,ON,Ontario,"K1P 5B8",Lease-Purchase,No,"Not required"
8889,"Place Bell Canada",160,"Elgin Street",Ottawa,ON,Ontario,"K2P 2C4",Lease,Yes,Yes
9622,"Elgar Building",200,"Elgin Street",Ottawa,ON,Ontario,"K2P 1L5",Lease,Yes,Yes
9274,"20 Fitzgerald Road",20,"Fitzgerald Road",Ottawa,ON,Ontario,"K2H 8R6",Lease,No,"Not required"
9294,"21 Fitzgerald Road",21,"Fitzgerald Road",Ottawa,ON,Ontario,"K2H 9J4",Lease,No,"Not required"
9366,"25 Fitzgerald Road",25,"Fitzgerald Road",Ottawa,ON,Ontario,"K2H 1C3",Lease,No,"Not required"
9430,"35 Fitzgerald Road",35,"Fitzgerald Road",Ottawa,ON,Ontario,"K2H 1E6",Lease,No,"Not required"
103842,"Central Heating and Cooling Plant Cliff",1,"Fleet Street",Ottawa,ON,Ontario,"K1A 0M3",Crown-owned,Yes,Yes
54733,"Willet Building",2215,"Gladwin Crescent",Ottawa,ON,Ontario,"K1B 4K9",Lease,Yes,Yes
103781,"Department of National Defence Data Centre Ottawa Building number 16",101,"Goldenrod Drive",Ottawa,ON,Ontario,"K1A 0K9",Crown-owned,Yes,Yes
103791,"General Records Centre Building number 15",130,"Goldenrod Drive",Ottawa,ON,Ontario,"K1A 0K9",Crown-owned,Yes,Yes
103793,"Personnel Records Building number 18",161,"Goldenrod Drive",Ottawa,ON,Ontario,"K1A 0K9",Crown-owned,Yes,Yes
21824,"Hawthorne Commercial Centre- Building 600",3020,"Hawthorne Road",Ottawa,ON,Ontario,"K1G 3J6",Lease,No,"Not required"
104480,"National Capital Commission Garage",501,"Heron Road",Ottawa,ON,Ontario,"K1V 0X2",Crown-owned,Yes,Yes
8649,"Sir Leonard Tilley, Annex C",719,"Heron Road",Ottawa,ON,Ontario,"K1G 3Z4",Crown-owned,No,"Not required"
103767,"Sir Leonard Tilley Building",719,"Heron Road",Ottawa,ON,Ontario,"K1G 3Z4",Crown-owned,Yes,Yes
